FULL_FIPS,id,name,address,zip_code,city,state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code
14000US06013343001,259,Walnut Creek,1372 So. California Blvd.,94596,Walnut Creek,CA,37.889079,-122.03756,0.33,place,0,0,Walnut Creek,CA,Contra Costa County,94596,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06013,683346,343001,1010,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037135201,260,West Hills,6751 Fallbrook Ave.,91307,West Hills,CA,34.192555,-118.624079,1,rooftop,6751,Fallbrook Ave,West Hills,CA,Los Angeles County,91307,US,Los Angeles County,2015,6,06037,684393,135201,1007,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037700502,261,West Hollywood,8611 Santa Monica Blvd.,90069,West Hollywood,CA,34.08912,-118.377805,1,range_interpolation,8611,Santa Monica Blvd,West Hollywood,CA,Los Angeles County,90069,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,684410,700502,1011,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037271701,262,West Los Angeles (National Blvd.),10850 National Blvd.,90064,West Los Angeles,CA,34.03015,-118.42138,1,rooftop,10850,W National Blvd,Los Angeles,CA,Los Angeles County,90064,US,City of Los Angeles,2015,6,06037,644000,271701,1005,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037271702,263,West Los Angeles (S. Sepulveda Blvd.),3456 S. Sepulveda Blvd.,90034,West Los Angeles,CA,34.020199,-118.422736,1,rooftop,3456,S Sepulveda Blvd,Los Angeles,CA,Los Angeles County,90034,US,Los Angeles County,2015,6,06037,644000,271702,3005,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037267600,264,West Los Angeles (Olympic),11755 W. Olympic Blvd.,90064,West Los Angeles,CA,34.03383,-118.44921,1,rooftop,11755,W Olympic Blvd,Los Angeles,CA,Los Angeles County,90064,US,City of Los Angeles,2015,6,06037,644000,267600,2006,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037278001,265,Westchester,8645 S. Sepulveda,90045,Westchester,CA,33.958569,-118.396452,1,rooftop,8645,S Sepulveda Blvd,Los Angeles,CA,Los Angeles County,90045,US,Los Angeles County,2015,6,06037,644000,278001,2000,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06111007202,266,Westlake Village,3835 E. Thousand Oaks Blvd.,91362,Westlake Village,CA,34.163371,-118.82459,1,rooftop,3835,E Thousand Oaks Blvd,Thousand Oaks,CA,Ventura County,91362,US,Ventura,2015,6,06111,678582,007202,2002,2,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037500202,267,Whittier,15025 E. Whittier Blvd.,90603,Whittier,CA,33.949153,-118.005551,1,rooftop,15025,Whittier Blvd,Whittier,CA,Los Angeles County,90603,US,Los Angeles County,2015,6,06037,685292,500202,2013,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037137502,268,Woodland Hills,21055 Ventura Blvd,91364,Woodland Hills,CA,34.16709,-118.59249,1,rooftop,21055,Ventura Blvd,Woodland Hills,CA,Los Angeles County,91364,US,Los Angeles County,2015,6,06037,686356,137502,1002,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059021822,269,Yorba Linda,19655 Yorba Linda Blvd.,92886,Yorba Linda,CA,33.889444,-117.792261,1,rooftop,19655,Yorba Linda Bl,Yorba Linda,CA,Orange County,92886,US,Orange County,2015,6,06059,686832,021822,3008,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US08031004301,270,Denver Grocery (8th & Colorado),750 N Colorado Blvd,80206,Denver,CO,39.728535,-104.940409,1,rooftop,750,N Colorado Blvd,Denver,CO,Denver County,80206,US,Denver,2015,8,08031,820000,004301,3008,3,"Denver-Aurora-Lakewood, CO",19740,metropolitan,"Denver-Aurora, CO",216
14000US08005005614,272,Greenwood Village,5910 S University Blvd,80121,Greenwood Village,CO,39.608418,-104.958071,1,rooftop,5910,S University Blvd,Littleton,CO,Arapahoe County,80121,US,City of Littleton,2015,8,08005,845255,005614,3005,3,"Denver-Aurora-Lakewood, CO",19740,metropolitan,"Denver-Aurora, CO",216
14000US09001030200,273,Darien,436 Boston Post Rd.,6820,Darien,CT,41.084216,-73.463202,1,range_interpolation,436,Boston Post Rd,Darien,CT,Fairfield County,6820,US,TIGER/Line® dataset from the US Census Bureau,2015,9,09001,918850,030200,2009,2,"Bridgeport-Stamford-Norwalk, CT",14860,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US09001061000,274,Fairfield,2258 Black Rock Turnpike,6825,Fairfield,CT,41.182455,-73.253431,1,range_interpolation,2258,Black Rock Tpke,Fairfield,CT,Fairfield County,6825,US,TIGER/Line® dataset from the US Census Bureau,2015,9,09001,0,061000,3005,3,"Bridgeport-Stamford-Norwalk, CT",14860,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US09001020700,275,Stamford,1041 High Ridge Rd,6905,Stamford,CT,41.106892,-73.547503,1,rooftop,1041,High Ridge Rd,Stamford,CT,Fairfield County,6905,US,City of Stamford,2015,9,09001,973000,020700,3016,3,"Bridgeport-Stamford-Norwalk, CT",14860,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US09003496200,276,West Hartford,1489 New Britain Ave.,6110,West Hartford,CT,41.723722,-72.760079,1,rooftop,1489,New Britain Ave,West Hartford,CT,Hartford County,6110,US,Connecticut Geospatial Information Systems Council,2015,9,09003,925780,496200,4000,4,"Hartford-West Hartford-East Hartford, CT",25540,metropolitan,"Hartford-West Hartford, CT",278
14000US09001050500,277,Westport,400 Post Road East,6880,Westport,CT,41.140062,-73.352264,1,range_interpolation,400,Post Rd E,Westport,CT,Fairfield County,6880,US,TIGER/Line® dataset from the US Census Bureau,2015,9,09001,983500,050500,1002,1,"Bridgeport-Stamford-Norwalk, CT",14860,metropolitan,"New York-Newark, NY-NJ-CT-PA",408
14000US11001004300,278,Washington DC-14th St,1914 14th St NW,20009,Washington,DC,38.916101,-77.032246,1,rooftop,1914,14th St NW,Washington,DC,District of Columbia,20009,US,City of Washington,2015,11,11001,1150000,004300,2000,2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US12099006402,279,Delray Beach,1851 S Federal Hwy #500,33483,Delray Beach,FL,26.439208,-80.070293,1,rooftop,1851,S Federal Hwy,Delray Beach,FL,Palm Beach County,33483,US,Palm Beach County,2015,12,12099,1217100,006402,3001,3,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,metropolitan,"Miami-Fort Lauderdale-Port St. Lucie, FL",370
14000US12021010205,280,Naples,10600 Tamiami Trail North,34108,Naples,FL,26.267744,-81.80074,0.8,rooftop,10600,Tamiami Trl N,Ochopee,FL,Collier County,34141,US,Collier,2015,12,12021,1251025,010205,2006,2,"Naples-Immokalee-Marco Island, FL",34940,metropolitan,"Cape Coral-Fort Myers-Naples, FL",162
14000US12099000803,281,Palm Beach Gardens,2560 PGA Blvd,33410,Palm Beach Gardens,FL,26.844554,-80.073765,1,range_interpolation,2560,Pga Blvd,West Palm Beach,FL,Palm Beach County,33410,US,TIGER/Line® dataset from the US Census Bureau,2015,12,12099,1276600,000803,2000,2,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,metropolitan,"Miami-Fort Lauderdale-Port St. Lucie, FL",370
14000US12086007807,282,Pinecrest,9205 S Dixie Highway,33156,Miami,FL,25.684336,-80.312692,1,rooftop,9205,S Dixie Hwy,Miami,FL,Miami-Dade County,33156,US,Miami,2015,12,12086,1236100,007807,2006,2,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,metropolitan,"Miami-Fort Lauderdale-Port St. Lucie, FL",370
14000US12057005800,284,Tampa,3808 W Swann Ave,33609,Tampa,FL,27.937241,-82.506742,1,rooftop,3808,W Swann Ave,Tampa,FL,Hillsborough County,33609,US, Loveland,2015,12,12057,1271000,005800,3012,3,"Tampa-St. Petersburg-Clearwater, FL",45300,metropolitan,0,0
14000US12099007758,285,Wellington,2877 South State Rd,33414,Wellington,FL,26.645659,-80.25144,0.22,place,0,0,West Palm Beach,FL,Palm Beach County,33414,US,TIGER/Line® dataset from the US Census Bureau,2015,12,12099,1276600,007758,3005,3,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,metropolitan,"Miami-Fort Lauderdale-Port St. Lucie, FL",370
14000US12095015902,286,Winter Park,131 N Orlando Ave,32789,Winter Park,FL,28.598276,-81.365724,1,rooftop,131,N Orlando Ave,Winter Park,FL,Orange County,32789,US,Orange County,2015,12,12095,1278300,015902,1005,1,"Orlando-Kissimmee-Sanford, FL",36740,metropolitan,"Orlando-Deltona-Daytona Beach, FL",422
14000US17031803017,287,Arlington Heights,17 W. Rand Road,60004,Arlington Heights,IL,42.11314,-87.982543,1,rooftop,17,W Rand Rd,Arlington Heights,IL,Cook County,60004,US,Cook,2015,17,17031,1702154,803017,1010,1,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17089852606,288,Batavia,1942 West Fabyan Parkway #222,60510,Batavia,IL,41.863764,-88.338593,1,rooftop,1942,W Fabyan Pkwy,Batavia,IL,Kane County,60510,US,Kane,2015,17,17089,1704078,852606,2018,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031081500,289,Chicago (River North),44 E. Ontario St.,60611,Chicago,IL,41.893445,-87.626635,1,range_interpolation,44,E Ontario St,Chicago,IL,Cook County,60611,US,TIGER/Line® dataset from the US Census Bureau,2015,17,17031,1714000,081500,2008,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031832600,290,Chicago (Lincoln Park),1840 North Clybourn Avenue #200,60614,Chicago,IL,41.914376,-87.655154,1,rooftop,1840,N Clybourn Ave,Chicago,IL,Cook County,60614,US,City of Chicago,2015,17,17031,1714000,832600,2019,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17043844701,291,Downers Grove,122 Ogden Ave.,60515,Downers Grove,IL,41.809801,-87.990252,1,range_interpolation,122,Ogden Ave,Downers Grove,IL,DuPage County,60515,US,TIGER/Line® dataset from the US Census Bureau,2015,17,17043,1720591,844701,2018,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031809900,292,Evanston,1211 Chicago Avenue,60202,Evanston,IL,42.03979,-87.680276,1,rooftop,1211,Chicago Ave,Evanston,IL,Cook County,60202,US,City of Evanston,2015,17,17031,1724582,809900,1008,1,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17043842100,293,Glen Ellyn,680 Roosevelt Rd.,60137,Glen Ellyn,IL,41.859536,-88.058398,0.7,range_interpolation,680,State Rte 38,Glen Ellyn,IL,DuPage County,60137,US,TIGER/Line® dataset from the US Census Bureau,2015,17,17043,1729756,842100,3017,3,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031801902,294,Glenview,1407 Waukegan Road,60025,Glenview,IL,42.080734,-87.79723,1,rooftop,1407,Waukegan Rd,Glenview,IL,Cook County,60025,US,Cook,2015,17,17031,1729938,801902,3005,3,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031819500,295,La Grange,25 North La Grange Road,60525,La Grange,IL,41.817067,-87.869391,1,rooftop,25,N La Grange Rd,La Grange,IL,Cook County,60525,US,Cook,2015,17,17031,1740767,819500,1009,1,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17097864411,296,Lake Zurich,735 W. Route 22**,60047,Lake Zurich,IL,42.188882,-88.108954,1,rooftop,735,W Il Route 22,Lake Zurich,IL,Lake County,60047,US,Lake,2015,17,17097,1741742,864411,2005,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17097863801,297,Libertyville,1600 S Milwaukee Ave,60048,Libertyville,IL,42.25513,-87.946841,1,rooftop,1600,S Milwaukee Ave,Libertyville,IL,Lake County,60048,US,Lake,2015,17,17097,1743250,863801,1035,1,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031801500,298,Northbrook,127 Skokie Blvd.,60062,Northbrook,IL,42.149744,-87.797856,1,rooftop,127,Skokie Blvd,Northbrook,IL,Cook County,60062,US,Cook,2015,17,17031,1753481,801500,1008,1,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031812301,299,Oak Park,483 N. Harlem Ave.,60301,Oak Park,IL,41.89006,-87.804914,1,rooftop,483,N Harlem Ave,Oak Park,IL,Cook County,60301,US,Cook,2015,17,17031,1754885,812301,2003,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031824116,300,Orland Park,14924 S. La Grange Road,60462,Orland Park,IL,41.619136,-87.853715,1,range_interpolation,14924,S La Grange Rd,Orland Park,IL,Cook County,60462,US,TIGER/Line® dataset from the US Census Bureau,2015,17,17031,1756640,824116,2009,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US17031805902,301,Park Ridge,190 North Northwest Highway,60068,Park Ridge,IL,42.037228,-87.843714,0.33,place,0,0,Park Ridge,IL,Cook County,60068,US,TIGER/Line® dataset from the US Census Bureau,2015,17,17031,1757875,805902,2002,2,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176
14000US24031704803,303,Bethesda*,6831 Wisconsin Avenue,20815,Bethesda,MD,38.978262,-77.090915,1,rooftop,6831,Wisconsin Ave,Chevy Chase,MD,Montgomery County,20815,US,Statewide,2015,24,24031,2416620,704803,1007,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US24027606706,304,Columbia*,6610 Marie Curie Dr. (Int. of 175 & 108),21075,Elkridge,MD,39.188299,-76.795655,1,rooftop,6610,Marie Curie Dr,Elkridge,MD,Howard County,21075,US,Howard,2015,24,24027,2425750,606706,3030,3,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US24031700713,305,Gaithersburg*,18270 Contour Rd.,20877,Gaithersburg,MD,39.15494,-77.200718,1,range_interpolation,18270,Contour Rd,Gaithersburg,MD,Montgomery County,20877,US,TIGER/Line® dataset from the US Census Bureau,2015,24,24031,2431175,700713,2009,2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US24005403701,306,Pikesville*,"1809 Reisterstown Road, Suite #121",21208,Pikesville,MD,39.387847,-76.735848,1,rooftop,1809,Reisterstown Rd,Pikesville,MD,Baltimore County,21208,US,Baltimore,2015,24,24005,2461400,403701,1021,1,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US24031701218,307,Rockville*,12268-H Rockville Pike,20852,Rockville,MD,39.057133,-77.122981,0.9,rooftop,12268,Rockville Pik,Rockville,MD,Montgomery County,20852,US,Montgomery,2015,24,24031,2467675,701218,3005,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US24031701505,308,Silver Spring*,10741 Columbia Pike,20901,Silver Spring,MD,39.03144,-77.003581,1,rooftop,10741,Columbia Pik,Silver Spring,MD,Montgomery County,20901,US,Montgomery,2015,24,24031,2472450,701505,3017,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US24005490900,309,Towson*,1 E. Joppa Rd.,21286,Towson,MD,39.401547,-76.601608,1,rooftop,1,E Joppa Rd,Towson,MD,Baltimore County,21286,US,Statewide,2015,24,24005,2478425,490900,2010,2,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548
14000US25017356500,310,Arlington*,1427 Massachusetts Ave.,2476,Arlington,MA,42.425348,-71.187915,1,rooftop,1427,Massachusetts Ave,Arlington,MA,Middlesex County,2476,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25017,2501605,356500,3019,3,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25025010701,311,Boston*,899 Boylston Street,2115,Boston,MA,42.348517,-71.084121,1,rooftop,899,Boylston St,Boston,MA,Suffolk County,2115,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25025,2507000,010701,3010,3,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25017332400,313,Burlington*,51 Middlesex Turnpike,1803,Burlington,MA,42.473684,-71.211286,1,rooftop,51,Middlesex Tpke,Burlington,MA,Middlesex County,1803,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25017,2509840,332400,2079,2,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25017354600,315,Cambridge (Fresh Pond)*,211 Alewife Brook Pkwy,2138,Cambridge,MA,42.390057,-71.143614,1,rooftop,211,Alewife Brook Pkwy,Cambridge,MA,Middlesex County,2138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25017,2511000,354600,4008,4,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25021410100,316,Foxborough/Patriot Place,350 Patriot Place,2035,Foxborough,MA,42.086287,-71.270226,1,rooftop,350,Patriot Pl,Foxboro,MA,Norfolk County,2035,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25021,2524750,410100,2003,2,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25015821400,318,Hadley*,375 Russell Street,1035,Hadley,MA,42.357786,-72.549323,1,rooftop,375,Russell St,Hadley,MA,Hampshire County,1035,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25015,2527655,821400,4039,4,"Springfield, MA",44140,metropolitan,"Springfield-Greenfield Town, MA",521
14000US25023503101,319,Hanover*,1775 Washington Street,2339,Hanover,MA,42.143522,-70.840378,1,rooftop,1775,Washington St,Hanover,MA,Plymouth County,2339,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25023,2528250,503101,1045,1,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25023501201,320,Hingham*,5 Essington Drive,2043,Hingham,MA,42.212105,-70.884989,0.33,place,0,0,Hingham,MA,Plymouth County,2043,US,TIGER/Line® dataset from the US Census Bureau,2015,25,25023,2530175,501201,2033,2,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US08031002801,321,Denver (7th & Logan),661 Logan Street,80203,Denver,CO,39.72677,-104.982543,1,rooftop,661,N Logan St,Denver,CO,Denver County,80203,US,Denver,2015,8,08031,820000,002801,3002,3,"Denver-Aurora-Lakewood, CO",19740,metropolitan,"Denver-Aurora, CO",216
14000US12001001521,322,Gainesville,3724 SW Archer Rd,32608,Gainesville,FL,29.623015,-82.379758,1,rooftop,3724,SW Archer Rd,Gainesville,FL,Alachua County,32608,US,City of Gainesville,2015,12,12001,1225175,001521,3029,3,"Gainesville, FL",23540,metropolitan,"Gainesville-Lake City, FL",264
14000US12073002410,323,Tallahassee,3425 Thomasville Rd,32309,Tallahassee,FL,30.503735,-84.249394,1,rooftop,3425,Thomasville Rd,Miccosukee Cpo,FL,Leon County,32309,US,Leon,2015,12,12073,1245300,002410,4014,4,"Tallahassee, FL",45220,metropolitan,"Tallahassee-Bainbridge, FL-GA",533
14000US25021457200,377,Needham Hts*,958 Highland Avenue,2494,Needham Hts,MA,42.292331,-71.235056,1,range_interpolation,958,Highland Ave,Needham,MA,Norfolk County,2494,US,TIGER/Line® dataset from the US Census Bureau,2015,25,25021,2544105,457200,1001,1,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25009210300,378,Peabody,"300 Andover Street, Suite 15",1960,Peabody,MA,42.549143,-70.957052,1,rooftop,300,Andover St,Peabody,MA,Essex County,1960,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25009,2552490,210300,2001,2,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25027739200,379,Shrewsbury*,77 D Boston Turnpike,1545,Shrewsbury,MA,42.275397,-71.751278,1,rooftop,77,Boston Tpke,Shrewsbury,MA,Worcester County,1545,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2015,25,25027,2561800,739200,4032,4,"Worcester, MA-CT",49340,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US25017374500,380,West Newton*,1121 Washington St.,2465,West Newton,MA,42.34987,-71.219415,1,rooftop,1121,Washington St,West Newton,MA,Middlesex County,2465,US,Town of Newton,2015,25,25017,2577185,374500,4010,4,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148
14000US26125150800,381,Bloomfield Hills,6536 Telegraph Rd,48301,Bloomfield Hills,MI,42.543255,-83.286645,1,rooftop,6536,Telegraph Rd,Bloomfield Hills,MI,Oakland County,48301,US,Oakland,2015,26,26125,2609180,150800,4001,4,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220
14000US26163550200,382,Grosse Pointe,17028 Kercheval Ave.,48230,Grosse Pointe,MI,42.381765,-82.94034,0.7,street_center,0,Kercheval,Grosse Pointe,MI,Wayne County,48230,US,TIGER/Line® dataset from the US Census Bureau,2015,26,26163,2635480,550200,1006,1,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220
14000US26163560200,383,Northville,20490 Haggerty Road,48167,Northville,MI,42.436755,-83.434914,1,range_interpolation,20490,Haggerty Rd,Northville,MI,Wayne County,48167,US,TIGER/Line® dataset from the US Census Bureau,2015,26,26163,2658980,560200,1001,1,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220
14000US26125192700,384,Rochester Hills,3044 Walton Blvd.,48309,Rochester Hills,MI,42.682854,-83.194874,1,rooftop,3044,Walton Blvd,Rochester,MI,Oakland County,48309,US,City of Rochester,2015,26,26125,2669020,192700,2011,2,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220
14000US26125184100,385,Royal Oak,27880 Woodward Ave.,48067,Royal Oak,MI,42.495491,-83.163853,1,rooftop,27880,Woodward Ave,Royal Oak,MI,Oakland County,48067,US,Oakland,2015,26,26125,2670040,184100,1008,1,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220
14000US27109001100,386,Rochester,1200 16th St. SW,55902,Rochester,MN,44.000591,-92.480965,1,rooftop,1200,16th St SW,Rochester,MN,Olmsted County,55902,US,Olmsted,2015,27,27109,2754880,001100,2008,2,"Rochester, MN",40340,metropolitan,"Rochester-Austin, MN",462
14000US27123040704,387,Shoreview,1041 Red Fox Rd,55126,Shoreview,MN,45.057955,-93.144369,1,rooftop,1041,Red Fox Rd,Saint Paul,MN,Ramsey County,55126,US,Ramsey,2015,27,27123,2758000,040704,1008,1,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378
14000US27053022901,388,St. Louis Park,4500 Excelsior Blvd.,55416,St. Louis Park,MN,44.934471,-93.337229,1,rooftop,4500,Excelsior Blvd,Minneapolis,MN,Hennepin County,55416,US,Hennepin,2015,27,27053,2743000,022901,3012,3,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378
14000US27123036700,389,St. Paul,484 Lexington Parkway S.,55105,St. Paul,MN,44.926664,-93.146444,1,rooftop,484,Lexington Pkwy S,Saint Paul,MN,Ramsey County,55105,US,Ramsey,2015,27,27123,2758000,036700,3020,3,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378
14000US29189221628,390,Chesterfield,1679 Clarkson Road,63017,Chesterfield,MO,38.645048,-90.56636,1,rooftop,1679,Clarkson Rd,Chesterfield,MO,St. Louis County,63017,US,St Louis,2015,29,29189,2913600,221628,1048,1,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476
14000US29189215102,391,Creve Coeur,11505 Olive Blvd.,63141,Creve Coeur,MO,38.671964,-90.436453,1,rooftop,11505,Olive Blvd,Saint Louis,MO,St. Louis County,63141,US,St Louis,2015,29,29189,2999189,215102,1047,1,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476
14000US29189217701,392,Des Peres,13343 Manchester Rd.,63131,Des Peres,MO,38.601076,-90.467134,1,rooftop,13343,Manchester Rd,Saint Louis,MO,St. Louis County,63131,US,St Louis,2015,29,29189,2999189,217701,3038,3,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476
14000US29095009900,393,Kansas City,8600 Ward Parkway,64114,Kansas City,MO,38.970959,-94.606784,1,rooftop,8600,Ward Pkwy,Kansas City,MO,Jackson County,64114,US,City of Kansas City,2015,29,29095,2938000,009900,1004,1,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312
14000US31055006805,394,Omaha,10305 Pacific St.,68114,Omaha,NE,41.248129,-96.074109,0.9,rooftop,10305,Pacific St,Omaha,NE,Douglas County,68124,US,Douglas,2015,31,31055,3137000,006805,1002,1,"Omaha-Council Bluffs, NE-IA",36540,metropolitan,"Omaha-Council Bluffs-Fremont, NE-IA",420
